category_id,category_name,playlist_id,name,description,owner_display_name,owner_id,total_tracks
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX8QB9Ys2nV17,EQUAL Blues,The greatest female voices in blues today. Cover: Amythyst Kiah,Spotify,spotify,55
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX7QGYV9jyeOE,EQUAL New Age,Classic and contemporary pioneers of New Age music. Cover: Pauline Anna Strom,Spotify,spotify,72
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX5hL1aT2vhMb,EQUAL: Classical,Celebrate the great women composers who continue to transform the classical world. Cover: Olivia Belli,Spotify,spotify,59
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DWWwGws5Po6YO,EQUAL Ambient,The women at the forefront of ambient and experimental music. Cover: Mira Calix,Spotify,spotify,59
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX91UQmVbQYyN,EQUAL Indie,Some of the most mesmerizing voices and masterful musicians of indie. Cover: Lana Del Rey,Spotify,spotify,100
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX9WbnZpHWMaI,Women of Electronic,Celebrating women at the centre of innovation in electronic music. Cover: TSHA,Spotify,spotify,70
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX6Cy4Vr7Hu2y,EQUAL K-Pop,"From sultry vocalists, sexy divas to cutesy girl-groups, the women of K-Pop are a formidable force to be reckoned with. (Cover: So!YoON! (황소윤)) (케이팝을 대표하는 한국의 여성 가수들을 만나보세요!)",Spotify,spotify,64
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX5OepaGriAIm,Women of Jazz,Trace the history of Jazz from timeless classics to boundary-breaking contemporary favorites from the women of Jazz. Cover: Diana Krall,Spotify,spotify,124
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DWWwGws5Po6YO,EQUAL Ambient,The women at the forefront of ambient and experimental music. Cover: Mira Calix,Spotify,spotify,59
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DWSElo6PPUdZk,Equal Punjabi Pop,Catch the queens of Punjabi Pop. Cover: Baani Sandhu,Spotify,spotify,96
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX7QGYV9jyeOE,EQUAL New Age,Classic and contemporary pioneers of New Age music. Cover: Pauline Anna Strom,Spotify,spotify,72
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX3WvGXE8FqYX,Women of Pop,Celebrating all the great women of pop music. Cover: Lizzo,Spotify,spotify,75
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX5hL1aT2vhMb,EQUAL: Classical,Celebrate the great women composers who continue to transform the classical world. Cover: Olivia Belli,Spotify,spotify,59
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DXdqa0kq6SUk4,EQUAL Bollywood,Catch the Queens of Bollywood. Cover- Neeti Mohan,Spotify,spotify,50
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DXd0ZFXhY0CRF,Women of Rock,These women rock our worlds with their music and influence. Cover: Alanis Morissette,Spotify,spotify,90
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DXdHPp93Fnfds,Mujeres del Indie,"Son jóvenes, guerreras y cool. Foto: RENEE",Spotify,spotify,80
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DWSwZRNpP8kqb,Mujeres del Folklore,"Cantoras y compositoras de nuestra tierra, con Sele Vera en portada.",Spotify,spotify,75
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DXb1fcDuOYLYU,Women of Latin,Celebrating the powerful voices of Latin music. Cover: TINI,Spotify,spotify,100
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DWZSDaI0ox0Nq,Mujeres del Tango,Mujeres que escriben la historia del Tango. Foto: Julieta Laso.,Spotify,spotify,55
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX7XF2hFaHoss,Women of Acoustic,The very best acoustic songs from singer-songwriters making waves. Cover: Sunny War,Spotify,spotify,90
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DXbFNjGW0o442,Rockeras,Guerreras del rock latinoamericano. Foto: Ana Sanz,Spotify,spotify,100
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX3JGBBuBxYKW,Cumbieras,"Reinas de la cumbia, de hoy y de siempre. 
Foto: Karina.",Spotify,spotify,65
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX49poIUZYXp7,Women of Country,The extraordinary women making great country music today. Cover: Ingrid Andress,Spotify,spotify,100
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX7JO5vzoPTXR,Created by Women," <a href=""http://noteable.spotify.com"">Noteable</a> highlights songs that are 100% written, produced, and performed by women! Co-curated by <a href=""https://open.spotify.com/playlist/37i9dQZF1EFEmM5igE6t5U?si=63b7635077ac4ada"">Alicia Keys</a> for International Women's Day.",Spotify,spotify,40
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX1kZBqCJkwLM,Dope AF,"Dope, Asian, and Femme. Cover: Bella Poarch",Spotify,spotify,90
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,The hip-hop playlist that's a whole mood. Art By Laci Jordan; Cover: Big Boss Vette & Coi Leray,Spotify,spotify,50
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX5AVYhCeISA6,Inspiring Latinas,"Latinas que inspiran, con música y acciones. Cover: KAROL G",Spotify,spotify,50
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX2I7Ykltk83m,badass,killer songs from badass artists. Cover: Madison Cunningham,Spotify,spotify,125
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX5kjCvsC5isB,Fierce Femmes,"These women are on the rise, and are rocking our worlds right now / Cover: Kelsy Karter",Spotify,spotify,119
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX9iGsUcr0Bpa,Door Knockers,Classics from trailblazing women in hip-hop. Cover: Eve,Spotify,spotify,50
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DWTD6tHjIApT3,Women's Voice,日本の女性アーティストの歌を特集。cover: にしな,Spotify,spotify,100
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX9zF9ZmsyHKt,Escuta as Minas,Grandes vozes da música brasileira de hoje e de ontem reunidas em uma única playlist. Foto: Gal Costa,Spotify,spotify,100
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX59CyY8YTix2,She Rocks,Japanese female rock icons. 国内ロックシーンで活躍する女性アーティストたちを特集。Cover: ヤユヨ,Spotify,spotify,50
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DWSIO2QWRavWZ,Queen,For all the beautiful queens! Guest curated by Mary J. Blige,Spotify,spotify,50
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX2n3M5TFjAxY,Iconic Arab Women,Unforgettable songs from Iconic Arab women. Cover: Umm Kulthum.,Spotify,spotify,60
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DXe4mpNXfrVqx,Só as Minas,Aqui quem manda são elas! Ouça grandes Mc's do hip hop nacional. Foto: Bivolt,Spotify,spotify,60
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DXbSWYCNwaARB,Girl Krush,All your girl crushes(걸크러쉬) in one place. Cover: CAMO (카모),Spotify,spotify,40
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DXdJyxIBq7Xdy,Queens of Disco,The most definitive female voices in Disco. Cover: Chaka Khan,Spotify,spotify,33
0JQ5DAqbMKFPw634sFwguI,EQUAL,37i9dQZF1DX2QYsoI8NDDe,Las Chacalosas,"¡Las poderosas, las reinas, las chacalosas! Estas son la mujeres quebrando barreras en la Música Mexicana. Cover: Chiquis",Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX9EM98aZosoy,Partyhymnen,Feiern mit den größten aktuellen Partyhits.,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWVWiyE9VDkCO,Party Deluxe,Hits zum Tanzen und Mitsingen - von damals bis heute.,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX1i11qSEWNoS,schiebt anders,und macht laune,Spotify,spotify,90
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX802IXCAaWtY,90s Dance Party,Who doesn't love the 90s?,Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX7F6T2n2fegs,Throwback Party,"Here it is, the playlist for the ultimate throwback bash!",Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX9WU5Losjsy8,Schlager Party,"""Endlich normale Leute!""",Spotify,spotify,60
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX7ZUug1ANKRP,Main Stage,The biggest Dance hits and the ones to come. Welcome to the Main Stage! Cover: southstar,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX5w8WNnaxSfQ,NDW – Neue Deutsche Welle,Die größten Hits der späten 70er und frühen 80er.,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWXeOurMWUII5,Zurück in die 00er,Ein Hoch auf die 00er-Jahre!,Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWTWEW1zqSeEj,Zurück in die 90er,Flashback in die Zeit von Eurodance und Gameboys: Das sind die 90er.,Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX2uJ1OVfn3CH,Deutschrap Turn Up,Deutschrap im Partymodus.,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX9VBcReWYoP0,Indie Disco,Die größten Hits für deine Indie-Party. Cover: Wet Leg,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX8bHrtXvaJhx,Zurück in die 10er,Die ganz großen Hits der letzten Dekade in einer Playlist.,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWTWEW1zqSeEj,Zurück in die 90er,Flashback in die Zeit von Eurodance und Gameboys: Das sind die 90er.,Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWXeOurMWUII5,Zurück in die 00er,Ein Hoch auf die 00er-Jahre!,Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXdCc7Q1hwtuv,Zurück in die 80er,"Das Jahrzehnt der Neuen Deutschen Welle, des Synthiepop und der großen Rockhymnen.",Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX8bHrtXvaJhx,Zurück in die 10er,Die ganz großen Hits der letzten Dekade in einer Playlist.,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWWUPe5aPjWhG,Zurück in die 70er,"Disco, Glamrock und die großen Pioniere des deutschen Schlagers.",Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWYfQ0uxBYM90,Zurück in die 60er,Wir bringen dich zurück in die Zeit von Woodstock und des Summer of Love.,Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX7ZUug1ANKRP,Main Stage,The biggest Dance hits and the ones to come. Welcome to the Main Stage! Cover: southstar,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX1i11qSEWNoS,schiebt anders,und macht laune,Spotify,spotify,90
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXbX3zSzB4MO0,Club Beats,Club vibes wherever you are!,Spotify,spotify,75
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX9EM98aZosoy,Partyhymnen,Feiern mit den größten aktuellen Partyhits.,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX802IXCAaWtY,90s Dance Party,Who doesn't love the 90s?,Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWVWiyE9VDkCO,Party Deluxe,Hits zum Tanzen und Mitsingen - von damals bis heute.,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX9WU5Losjsy8,Schlager Party,"""Endlich normale Leute!""",Spotify,spotify,60
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX7F6T2n2fegs,Throwback Party,"Here it is, the playlist for the ultimate throwback bash!",Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX2uJ1OVfn3CH,Deutschrap Turn Up,Deutschrap im Partymodus.,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX5w8WNnaxSfQ,NDW – Neue Deutsche Welle,Die größten Hits der späten 70er und frühen 80er.,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWSXMERUaiq9M,rave,love peace techno,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXaXB8fQg7xif,Dance Party,"<a href=""spotify:genre:edm_dance"">Move</a> your feet!",Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX0Uv9tZ47pWo,Girls' Night,It's all about the girls tonight.,Spotify,spotify,80
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWY4xHQp97fN6,Get Turnt,Mode: Turnt,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX8FwnYE6PRvL,Rock Party,The ultimate rock party playlist!,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX2KwEtNSejGe,pop songs we can all scream,songs you can't help but scream along to,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWXURfdCoZEnT,Karneval,Die Jecken sind los! Helau! Alaaf!,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX9VBcReWYoP0,Indie Disco,Die größten Hits für deine Indie-Party. Cover: Wet Leg,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX1kCIzMYtzum,EDM 2023,Home is where the main stage is. 💗,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWUq3wF0JVtEy,Shuffle Syndrome,"<a href=""spotify:genre:edm_dance"">Shuffle</a> your heart out.",Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,The hip-hop playlist that's a whole mood. Art By Laci Jordan; Cover: Big Boss Vette & Coi Leray,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWYBF1dYDPlHw,Sing-Along Indie Hits,Get those vocal chords working with these Indie favourites.,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWSjibQnF0bUk,Afro Party Anthems,"Definitive African party starters, perfect for any jollof jam or braai! ""Spray"" money to these hits!",Spotify,spotify,60
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXbNxO0uJPyJ9,"12"" Classics","Classic 12"" singles to take you back to the the vinyl era.",Spotify,spotify,80
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWWylYLMvjuRG,Party Hits 2010s,The biggest party hits of the 2010s. Cover: Flo Rida,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX7e8TjkFNKWH,Party Hits 2000s,The biggest party hits of the 2000s. Cover: Shakira. ,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXdo6A3mWpdWx,90s Party,The biggest party hits of the 1990s. Cover: Aqua.,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX6xnkAwJX7tn,80s Party,The biggest party hits of the 1980s. ,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX1Hya1sRqqxI,70s Party,The biggest party hits of the 1970s. Cover: The Jacksons.,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX3AdAEX3vkB1,60s Party,The biggest party hits of the 1960s.,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWSwFS0Z6E1ep,50s Party,The biggest party hits of the 1950s. Cover: Elvis.,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXaXB8fQg7xif,Dance Party,"<a href=""spotify:genre:edm_dance"">Move</a> your feet!",Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX0BcQWzuB7ZO,Dance Hits,"All the <a href=""spotify:genre:edm_dance"">big ones</a> with Skrillex",Spotify,spotify,73
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX4dyzvuaRJ0n,mint,The world's biggest dance hits. Cover: John Summit & Hayla,Spotify,spotify,88
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX802IXCAaWtY,90s Dance Party,Who doesn't love the 90s?,Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX0pH2SQMRXnC,Hardstyle Bangers,Only the biggest Hardstyle tracks!,Spotify,spotify,200
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWXWbLEOaHnU3,Psytrance Supernova,Lose yourself in the cosmic spheres of Psytrance.,Spotify,spotify,75
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX1ZtBovtTdHT,Dreamy Dance Classics,Legendary euro- trance & progressive tracks  from the 90s and 00s.,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX8a1tdzq5tbM,Dance Classics,"<a href=""spotify:genre:edm_dance"">Dance radio</a> hits from the 90s and 00s!",Spotify,spotify,120
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWSj4n2q6ZYVe,Dance Hits 2000s,The biggest dance floor bangers of the 2000s.,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXaWf8ZIHreXF,Dance Hits 2010s,The biggest dance floor bangers of the 2010s. ,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX91oIci4su1D,Trance Mission,"Setting sights on banging <a href=""spotify:genre:trance_progressive"">trance and progressive</a>.",Spotify,spotify,200
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXcZDD7cfEKhW,Pop Remix,"Remixed pop and <a href=""spotify:genre:edm_dance"">dance</a> collabs. Cover: Taylor Swift",Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX7D8GQsPKGvy,Remix Hits,Remixed hits from the past.,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX3bH0P2uDnWA,Electro Swing,Bringing the roaring 20s into the 2020s,Spotify,spotify,75
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWVY4eLfA3XFQ,Operator,"Tech house technicians, featuring Noizu & Westend",Spotify,spotify,125
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWXti3N4Wp5xy,Pop Party,A perfect little pop party. ,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWZQaaqNMbbXa,Dance Pop Hits,Hit the dance floor with your favorite bops!,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX0Uv9tZ47pWo,Girls' Night,It's all about the girls tonight.,Spotify,spotify,80
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX4RDXswvP6Mj,K-Club Party,Let's party & clubbing with your favorite K-pop dance hits!! (Cover: NewJeans(뉴진스)) [지금 가장 핫한 댄스곡들을 만나보세요.],Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWVxqA801UP5W,Massive Pop Remixes,"All your favourite pop songs, remixed to perfection. Cover: Sam Ryder",Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX6xnkAwJX7tn,80s Party,The biggest party hits of the 1980s. ,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXcKW8VlJappa,Espresso Martini,"Songs to make you run, not walk, to the dancefloor",Spotify,spotify,75
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX30w0JtSIv4j,Old School Hip-Hop House Party,Eve gets your New Years party started with Hip-Hop House Party #NYE2022,Spotify,spotify,41
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWY4xHQp97fN6,Get Turnt,Mode: Turnt,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,"New music from Nicki Minaj, Don Toliver and BIA.",Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXbkfWVLd8wE3,Hip-Hop Classics Party,In Da Club and more classics,Spotify,spotify,90
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,The hip-hop playlist that's a whole mood. Art By Laci Jordan; Cover: Big Boss Vette & Coi Leray,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX97h7ftpNSYT,I Love My 2010s Hip-Hop,Taking it back to the 2010s. Cover: Nicki Minaj,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWUFmyho2wkQU,Hip-Hop Drive,Drive slow homie. cover: Big Tymers,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX7F6T2n2fegs,Throwback Party,"Here it is, the playlist for the ultimate throwback bash!",Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX30w0JtSIv4j,Old School Hip-Hop House Party,Eve gets your New Years party started with Hip-Hop House Party #NYE2022,Spotify,spotify,41
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX8ky12eWIvcW,Throwback Jams,Turn up with the biggest party tracks of the '90s and '00s.,Spotify,spotify,93
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX1MUPbVKMgJE,Disco Forever,All your Disco favorites. Cover: Donna Summer,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWWylYLMvjuRG,Party Hits 2010s,The biggest party hits of the 2010s. Cover: Flo Rida,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWVcbzTgVpNRm,Latin Party Anthems,"Your favorite Latin anthems to get the party started!
Cover: Daddy Yankee, Marc Anthony",Spotify,spotify,125
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX8FwnYE6PRvL,Rock Party,The ultimate rock party playlist!,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXdo6A3mWpdWx,90s Party,The biggest party hits of the 1990s. Cover: Aqua.,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX6xnkAwJX7tn,80s Party,The biggest party hits of the 1980s. ,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWVA1Gq4XHa6U,Gold School,Taking it way back! Cover: De La Soul,Spotify,spotify,47
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXbkfWVLd8wE3,Hip-Hop Classics Party,In Da Club and more classics,Spotify,spotify,90
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX7e8TjkFNKWH,Party Hits 2000s,The biggest party hits of the 2000s. Cover: Shakira. ,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX802IXCAaWtY,90s Dance Party,Who doesn't love the 90s?,Spotify,spotify,70
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX6VDO8a6cQME,I Love My '90s R&B,The most essential R&B songs from the 90s. Cover: Sade,Spotify,spotify,75
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX1Hya1sRqqxI,70s Party,The biggest party hits of the 1970s. Cover: The Jacksons.,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWWvhKV4FBciw,Funk & Soul Classics,A selection of the greatest funk & soul records ever made.,Spotify,spotify,80
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWSwFS0Z6E1ep,50s Party,The biggest party hits of the 1950s. Cover: Elvis.,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX3AdAEX3vkB1,60s Party,The biggest party hits of the 1960s.,Spotify,spotify,150
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX0nBLMN0XzSQ,Après Ski Classics,Après Ski...you know what that means!,Spotify,spotify,80
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX8FwnYE6PRvL,Rock Party,The ultimate rock party playlist!,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWXRqgorJj26U,Rock Classics,Rock legends & epic songs that continue to inspire generations. Cover: Foo Fighters,Spotify,spotify,165
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWV67mFOgnpbl,Party Hard,For those who like to party hard!,Spotify,spotify,90
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXciq74vrQmM8,misfits 2.0,welcome to our 𝖚𝖓𝖎𝖛𝖊𝖗𝖘𝖊 ft. lvra,Spotify,spotify,84
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX8V6C5Nr1MvC,Rocktail Hour,Rock that's served neat and goes down smooth.,Spotify,spotify,100
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXauOWFg72pbl,Beer & Wings,Cold beer. Hot wings. Great rock. ,Spotify,spotify,82
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX68H8ZujdnN7,’80s Hard Rock,"Hair goals, spandex and epic guitar solos. We got you.",Spotify,spotify,106
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DXd6tJtr4qeot,Punk Essentials,Punk rock from the 90s and 00s that you need in your life. Cover: Rancid,Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWY7IeIP1cdjF,Baila Reggaeton,"Reggaeton hits from KAROL G, Feid, Bad Bunny, and more.🔥🥵",Spotify,spotify,50
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DWVcbzTgVpNRm,Latin Party Anthems,"Your favorite Latin anthems to get the party started!
Cover: Daddy Yankee, Marc Anthony",Spotify,spotify,125
0JQ5DAqbMKFA6SOHvT3gck,Party,37i9dQZF1DX8SfyqmSFDwe,Old School Reggaeton,Classics are forever! Los clásicos no pasan de moda! ,Spotify,spotify,100
