category_id,category_name,playlist_id,name,description,owner_display_name,owner_id,total_tracks
toplists,Top Lists,37i9dQZF1DX4jP4eebSWR9,Hot Hits Deutschland,50 Hits in einer Playlist // Cover: Tiësto,Spotify,spotify,50
toplists,Top Lists,37i9dQZF1DX7ZUug1ANKRP,Main Stage,The biggest Dance hits and the ones to come. Welcome to the Main Stage! Cover: southstar,Spotify,spotify,50
toplists,Top Lists,37i9dQZF1DX36edUJpD76c,Modus Mio,Die wichtigste Hip-Hop Playlist Deutschlands. Cover: Ufo361,Spotify,spotify,50
toplists,Top Lists,37i9dQZF1DWUW2bvSkjcJ6,New Music Friday Deutschland,Jeden Freitag gibt's hier die besten Neuerscheinungen der Woche in einer Playlist. Cover: Milky Chance,Spotify,spotify,97
toplists,Top Lists,37i9dQZF1DX4dyzvuaRJ0n,mint,The world's biggest dance hits. Cover: John Summit & Hayla,Spotify,spotify,88
toplists,Top Lists,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,"New music from Nicki Minaj, Don Toliver and BIA.",Spotify,spotify,50
toplists,Top Lists,37i9dQZF1DXcF6B6QPhFDv,Rock This,PVRIS along with the best Rock songs you need to hear.,Spotify,spotify,51
toplists,Top Lists,37i9dQZF1DX4SBhb3fqCJd,Are & Be,The pulse of R&B music today. Cover:  Kali Uchis,Spotify,spotify,50
toplists,Top Lists,37i9dQZF1DWWjGdmeTyeJ6,Fresh Finds,The best new music by independent artists and labels. Cover: Meg Smith. Artwork by Isu Kim. Updates every Wednesday.,Spotify,spotify,82
toplists,Top Lists,37i9dQZEVXbJiZcmkrIHGU,Top 50 – Deutschland,Your daily update of the most played tracks right now - Germany.,Spotify,spotify,50
toplists,Top Lists,37i9dQZEVXbMDoHDwVN2tF,Top 50 – Global,Your daily update of the most played tracks right now - Global.,Spotify,spotify,50
toplists,Top Lists,37i9dQZEVXbLiRSasKsNU9,Viral 50 – Global,Your daily update of the most viral tracks right now - Global.,Spotify,spotify,50
toplists,Top Lists,37i9dQZEVXbNv6cjoMVCyg,Viral 50 – Deutschland,Your daily update of the most viral tracks right now - Germany.,Spotify,spotify,50
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWZESE3fHLhmD,Frühlingsgefühle,Endlich Frühling! 🌸,Spotify,spotify,70
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX3Ebqev5IkYU,Stimmungsmacher,Schlechte Laune? Drück den Play Button!,Spotify,spotify,60
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DXaIrEwuQ3hyy,Frühlings Chillout,"Bye bye, Winterblues!",Spotify,spotify,80
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWSWyJydK4fTU,Top of the Morning,Für einen tollen Start in den Tag. Oder einfach so.,Spotify,spotify,70
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX8ttEdg9VJHO,Feelgood Pop,Für ein bisschen mehr Leichtigkeit.,Spotify,spotify,70
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWZSeAwtQzvji,Sanfter Pop,"Songs, die dich umarmen.",Spotify,spotify,60
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX1htCFhfVtyK,Zuhause,In den eigenen vier Wänden ist es immer noch am schönsten.,Spotify,spotify,80
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX6KItbiYYmAv,Kaffeehausmusik,Hol dir dein Lieblingscafé nach Hause.,Spotify,spotify,150
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DXbKGrOUA30KN,POPLAND,Dein Deutschpop. Deine Welt. Deine Playlist. Cover: LINA,Spotify,spotify,55
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWSGhQVrPck2m,Deutsche Poesie,Manchmal sind Lieder wahre Poesie.,Spotify,spotify,60
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWSFDWzEZlALC,Wilde Herzen,"Indie, Pop und Rap mit deutschen Texten. Cover: AnnenMayKantereit",Spotify,spotify,75
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWZKcUljB77Oy,entourage,"caption this 💅 cover: Dardan, Hava",Spotify,spotify,70
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX3VggiUuuCh4,Best of Deutschpop 2022,"Dein Deutschpop des Jahres. Cover: Esther Graf, Monet192",Spotify,spotify,50
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX2cNqJ4LgCMf,Popland 2010-2019,Die großen Deutschpop-Hits des vergangenen Jahrzehnts in einer Playlist.,Spotify,spotify,100
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWVbwsNVGejNr,Popland 2000-2009,Die größten deutschsprachigen Hits der 00er-Dekade in einer Playlist. Cover: Culcha Candela,Spotify,spotify,50
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX1WhyP6stXXl,Pop Brandneu,Neues aus der Welt des Pop. Cover: Mimi Webb,Spotify,spotify,69
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DXbKGrOUA30KN,POPLAND,Dein Deutschpop. Deine Welt. Deine Playlist. Cover: LINA,Spotify,spotify,55
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX2YSAZIuAiB1,swag!,😎😎😎 feat. Ice Spice,Spotify,spotify,64
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWZKcUljB77Oy,entourage,"caption this 💅 cover: Dardan, Hava",Spotify,spotify,70
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWSWyJydK4fTU,Top of the Morning,Für einen tollen Start in den Tag. Oder einfach so.,Spotify,spotify,70
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DXchMhcG0ua22,★✩♡ hyperpop:de ♡✩★,"trinkst den vodka nur auf eis, bist ein blizzard
ft. Baby B3ns",Spotify,spotify,66
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX4jP4eebSWR9,Hot Hits Deutschland,50 Hits in einer Playlist // Cover: Tiësto,Spotify,spotify,50
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,KAROL G & Shakira are on top of the Hottest 50!,Spotify,spotify,50
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX3Ebqev5IkYU,Stimmungsmacher,Schlechte Laune? Drück den Play Button!,Spotify,spotify,60
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWTBz12MDeCuX,me right now,"Die Playlist, die dich fühlt. Cover: Verifiziert
",Spotify,spotify,71
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX2L0iB23Enbq,Viral Hits,"Viral, trending and taking off.",Spotify,spotify,106
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWZESE3fHLhmD,Frühlingsgefühle,Endlich Frühling! 🌸,Spotify,spotify,70
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWSWyJydK4fTU,Top of the Morning,Für einen tollen Start in den Tag. Oder einfach so.,Spotify,spotify,70
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DXbKGrOUA30KN,POPLAND,Dein Deutschpop. Deine Welt. Deine Playlist. Cover: LINA,Spotify,spotify,55
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWWMOmoXKqHTD,Songs to Sing in the Car,Sing along and enjoy the drive...,Spotify,spotify,100
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX1WhyP6stXXl,Pop Brandneu,Neues aus der Welt des Pop. Cover: Mimi Webb,Spotify,spotify,69
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWSGhQVrPck2m,Deutsche Poesie,Manchmal sind Lieder wahre Poesie.,Spotify,spotify,60
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWX7rdRjOECPW,Sommerhits 2022,Sommer war schön!,Spotify,spotify,75
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX5Vy6DFOcx00,big on the internet,iykyk,Spotify,spotify,124
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX9ASuQophyb3,Türkçe Pop,Türkiye'nin en büyük pop listesi. Kapak: İkilem,Spotify,spotify,50
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWWvvyNmW9V9a,teen beats,I don't care what anyone says but John B and Sarah together is the definition of a teenage dream!,Spotify,spotify,105
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWUTqhVTO6wIG,Ziemlich beste Lieder,Die aktuellen Hits auf Rotation. Cover: Michael Patrick Kelly,Spotify,spotify,50
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWSJHnPb1f0X3,Cardio,Upbeat dance pop to keep your heart pumping.,Spotify,spotify,100
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX8ttEdg9VJHO,Feelgood Pop,Für ein bisschen mehr Leichtigkeit.,Spotify,spotify,70
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DXcRXFNfZr7Tp,just hits,Current favorites and exciting new music. Cover: Mimi Webb,Spotify,spotify,100
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX5w8WNnaxSfQ,NDW – Neue Deutsche Welle,Die größten Hits der späten 70er und frühen 80er.,Spotify,spotify,50
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWZKcUljB77Oy,entourage,"caption this 💅 cover: Dardan, Hava",Spotify,spotify,70
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DX3rxVfibe1L0,Mood Booster,Get happy with today's dose of feel-good songs!,Spotify,spotify,76
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DXcltKhd9HlAL,Hit Rückblick,Zeitreise mit Ohrwurmpotenzial,Spotify,spotify,100
0JQ5DAqbMKFEC4WFtoNRpw,Pop,37i9dQZF1DWZSeAwtQzvji,Sanfter Pop,"Songs, die dich umarmen.",Spotify,spotify,60
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX36edUJpD76c,Modus Mio,Die wichtigste Hip-Hop Playlist Deutschlands. Cover: Ufo361,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,Die wichtigsten Deutschrap Releases der letzten Wochen - jeden Freitag aktualisiert. Cover: Ansu,Spotify,spotify,78
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX4TiN7pMwV0Z,Deutschrap Royal,Die beliebtesten Deutschrap Hits der letzten Monate. Cover: Nina Chuba,Spotify,spotify,70
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX2lUf1uE6Mre,Shisha Club,Die Playlist zur Wasserpfeife. Cover: Dhurata Dora,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX0Na9FTYame5,Rap in deep,Deutschrap für die emotions. Cover: Montez,Spotify,spotify,100
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DXcEJw9C2rUbi,Rap oder Liebe,Die schönsten Deutschrap-Liebeslieder ❤️ Cover: Paula Hartmann,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX1shdIjFVnvq,DREAMCHASERS,"Can't stop, won't stop! Cover: Josi",Spotify,spotify,80
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX1zpUaiwr15A,Deutschrap Untergrund,New Wave Vibes. Cover: Wa22ermann,Spotify,spotify,80
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX2uJ1OVfn3CH,Deutschrap Turn Up,Deutschrap im Partymodus.,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DXbWS0mKtnghU,Deutschrap Asphalt,Battle- & Street Rap to the fullest. Cover: LIZ,Spotify,spotify,70
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSzguhfGl55y,Deutschrap: Die Klassiker,Die größten Hits der deutschen Hip-Hop-Geschichte.,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX5sbPvjd2Huv,Straßenrap Classics,Die wichtigsten deutschsprachigen Straßenrap Tracks der letzten 20 Jahre.,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWZRGaeImgsVz,Deutschrap: Die Anfänge,Eine Reise zurück in die frühen Jahre des Deutschraps.,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,"New music from Nicki Minaj, Don Toliver and BIA.",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWVdgXTbYm2r0,Hip-Hop Mixtape,In the mix: die beliebtesten Hip-Hop Songs der letzten Monate. Cover: Coi Leray,Spotify,spotify,80
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWUWMh0bqZPTE,AlternaRap,Rap Mucke für Kenner*innen. Cover: Sampa the Great,Spotify,spotify,70
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWWmZlZqe008w,Shisha Flow,Welche Geschmackssorte darf es sein? Cover: kouz1,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX6PKX5dyBKeq,Rap UK,"The Best of Hip-Hop, Rap and Drill from the UK. Cover: Miss Lafamilia",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX1X23oiQRTB5,PVNCHLNRS,Werenoi & Ninho au top de la première playlist de rap français !,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX8Kgdykz6OKj,Jazz Rap,Laid back cratedigger hip-hop from around the world.,Spotify,spotify,100
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX0SM0LYsmbMT,Jazz Vibes,The original chill instrumental beats playlist.,Spotify,spotify,300
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX76t638V6CA8,Rap Workout,Big rap for big reps. You got this.,Spotify,spotify,100
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,The hip-hop playlist that's a whole mood. Art By Laci Jordan; Cover: Big Boss Vette & Coi Leray,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX6OgmB2fwLGd,Internet People,The soundtrack to the internet. Cover: Ken Carson,Spotify,spotify,93
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX0Tkc6ltcBfU,No Cap,The hottest out the south. Cover: Latto,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWY4xHQp97fN6,Get Turnt,Mode: Turnt,Spotify,spotify,100
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,"The official voice of the next generation. Cover: <a href=""spotify:artist:39i5B6umzWzkfMe12JrMwW"">TiaCorine</a>",Spotify,spotify,100
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWVA1Gq4XHa6U,Gold School,Taking it way back! Cover: De La Soul,Spotify,spotify,47
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSTqUqJcxFk6,Deutschrap Brandneu,Die wichtigsten Deutschrap Releases der letzten Wochen - jeden Freitag aktualisiert. Cover: Ansu,Spotify,spotify,78
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX36edUJpD76c,Modus Mio,Die wichtigste Hip-Hop Playlist Deutschlands. Cover: Ufo361,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWTBz12MDeCuX,me right now,"Die Playlist, die dich fühlt. Cover: Verifiziert
",Spotify,spotify,71
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,"New music from Nicki Minaj, Don Toliver and BIA.",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX2lUf1uE6Mre,Shisha Club,Die Playlist zur Wasserpfeife. Cover: Dhurata Dora,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX4TiN7pMwV0Z,Deutschrap Royal,Die beliebtesten Deutschrap Hits der letzten Monate. Cover: Nina Chuba,Spotify,spotify,70
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX0Na9FTYame5,Rap in deep,Deutschrap für die emotions. Cover: Montez,Spotify,spotify,100
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWVdgXTbYm2r0,Hip-Hop Mixtape,In the mix: die beliebtesten Hip-Hop Songs der letzten Monate. Cover: Coi Leray,Spotify,spotify,80
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX186v583rmzp,I Love My '90s Hip-Hop,"Real rap music from the golden era.
",Spotify,spotify,100
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWSzguhfGl55y,Deutschrap: Die Klassiker,Die größten Hits der deutschen Hip-Hop-Geschichte.,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX2uJ1OVfn3CH,Deutschrap Turn Up,Deutschrap im Partymodus.,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX0SM0LYsmbMT,Jazz Vibes,The original chill instrumental beats playlist.,Spotify,spotify,300
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX1q42kBiHxxd,Deutschrap Primetime,Die beliebtesten Deutschrap Tracks aus den Jahren 2015-2019. Cover: Miami Yacine,Spotify,spotify,100
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX1shdIjFVnvq,DREAMCHASERS,"Can't stop, won't stop! Cover: Josi",Spotify,spotify,80
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX1zpUaiwr15A,Deutschrap Untergrund,New Wave Vibes. Cover: Wa22ermann,Spotify,spotify,80
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DXcEJw9C2rUbi,Rap oder Liebe,Die schönsten Deutschrap-Liebeslieder ❤️ Cover: Paula Hartmann,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWZKcUljB77Oy,entourage,"caption this 💅 cover: Dardan, Hava",Spotify,spotify,70
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX5sbPvjd2Huv,Straßenrap Classics,Die wichtigsten deutschsprachigen Straßenrap Tracks der letzten 20 Jahre.,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWVA1Gq4XHa6U,Gold School,Taking it way back! Cover: De La Soul,Spotify,spotify,47
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DXbWS0mKtnghU,Deutschrap Asphalt,Battle- & Street Rap to the fullest. Cover: LIZ,Spotify,spotify,70
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWWmZlZqe008w,Shisha Flow,Welche Geschmackssorte darf es sein? Cover: kouz1,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWTl4y3vgJOXW,Locked In,"Fourth quarter, two minutes left .. get locked in",Spotify,spotify,200
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX6PKX5dyBKeq,Rap UK,"The Best of Hip-Hop, Rap and Drill from the UK. Cover: Miss Lafamilia",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX76t638V6CA8,Rap Workout,Big rap for big reps. You got this.,Spotify,spotify,100
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWVA1Gq4XHa6U,Gold School,Taking it way back! Cover: De La Soul,Spotify,spotify,47
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX186v583rmzp,I Love My '90s Hip-Hop,"Real rap music from the golden era.
",Spotify,spotify,100
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWYGxBNe4qojI,I Love My East Coast Classics,Where it all started. Cover: 50 Cent,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX9sQDbOMReFI,I Love My West Coast Classics,The best side! Cover: Yo-Yo,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX7Mq3mO5SSDc,Hip-Hop Anthems: Def Jam,An homage to the iconic label’s 1980s and 1990s roots.,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWYok9l1JL7GM,I Love My Down South Classics,The south got something to say. Cover: Trina,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWTJzNR1J5ygQ,I Love My Midwest Classics,It's a Midwest thing. Cover: Eminem,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX9iGsUcr0Bpa,Door Knockers,Classics from trailblazing women in hip-hop. Cover: Eve,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DXdUAMxTn0rVu,I Love My Underground Classics,"Essential songs from the late '90s, early 2000s underground hip-hop scene. Cover: Jean Grae",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWUFmyho2wkQU,Hip-Hop Drive,Drive slow homie. cover: Big Tymers,Spotify,spotify,150
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,The hip-hop playlist that's a whole mood. Art By Laci Jordan; Cover: Big Boss Vette & Coi Leray,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWZwCeILEyQAy,Pressure,Real Rap. All Pressure. Cover: Flo Milli,Spotify,spotify,75
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX9iGsUcr0Bpa,Door Knockers,Classics from trailblazing women in hip-hop. Cover: Eve,Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX6M8JqiGAfn5,This Is Nicki Minaj,"This is Nicki Minaj. The essential tracks, all in one playlist. ",Spotify,spotify,52
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DWXXQuxfjYVxb,This Is Cardi B,"The very best of Cardi B. Listen to Cardi's new song  ""UP"" Okurr!",Spotify,spotify,43
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO0BEOzm,This Is Megan Thee Stallion,"This is Megan Thee Stallion. The essential tracks, all in one playlist.",Spotify,spotify,53
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DX1whYo9Mg2Mt,This Is Doja Cat,New album Planet Her and other hits,Spotify,spotify,43
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO2csqsN,This Is Latto,"This is Latto. The essential tracks, all in one playlist.",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO3F1zmg,This Is Saweetie,"This is Saweetie. The essential tracks, all in one playlist.",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO1NPjOD,This Is City Girls,"This is City Girls. The essential tracks, all in one playlist.",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO00Q0Yo,This Is Flo Milli,"This is Flo Milli. The essential tracks, all in one playlist.",Spotify,spotify,44
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO3TuhDH,This Is Coi Leray,"This is Coi Leray. The essential tracks, all in one playlist.",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO2IQ4xi,This Is Doechii,"This is Doechii. The essential tracks, all in one playlist.",Spotify,spotify,29
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO3Q9uUx,This Is BIA,"This is BIA. The essential tracks, all in one playlist.",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO4d2pdS,This Is Lakeyah,"This is Lakeyah. The essential tracks, all in one playlist.",Spotify,spotify,37
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO3GmPLr,This Is Little Simz,"This is Little Simz. The essential tracks, all in one playlist.",Spotify,spotify,33
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO2am4qZ,This Is Baby Tate,"This is Baby Tate. The essential tracks, all in one playlist.",Spotify,spotify,50
0JQ5DAqbMKFQ00XGBls6ym,Hip-Hop,37i9dQZF1DZ06evO1o1khY,This Is GloRilla,"This is GloRilla. The essential tracks, all in one playlist.",Spotify,spotify,28
0JQ5DAqbMKFzHmL4tf05da,Mood,37i9dQZF1DX3Ebqev5IkYU,Stimmungsmacher,Schlechte Laune? Drück den Play Button!,Spotify,spotify,60
0JQ5DAqbMKFzHmL4tf05da,Mood,37i9dQZF1DWTBz12MDeCuX,me right now,"Die Playlist, die dich fühlt. Cover: Verifiziert
",Spotify,spotify,71
0JQ5DAqbMKFzHmL4tf05da,Mood,37i9dQZF1DWZESE3fHLhmD,Frühlingsgefühle,Endlich Frühling! 🌸,Spotify,spotify,70
0JQ5DAqbMKFzHmL4tf05da,Mood,37i9dQZF1DXaIrEwuQ3hyy,Frühlings Chillout,"Bye bye, Winterblues!",Spotify,spotify,80
0JQ5DAqbMKFzHmL4tf05da,Mood,37i9dQZF1DWSWyJydK4fTU,Top of the Morning,Für einen tollen Start in den Tag. Oder einfach so.,Spotify,spotify,70
0JQ5DAqbMKFzHmL4tf05da,Mood,37i9dQZF1DX4uPi2roRUwU,Happy Dance,Diese Beats machen garantiert gute Laune!,Spotify,spotify,60
0JQ5DAqbMKFzHmL4tf05da,Mood,37i9dQZF1DXdPec7aLTmlC,Happy Hits!,Hits to boost your mood and fill you with happiness!,Spotify,spotify,100
0JQ5DAqbMKFzHmL4tf05da,Mood,37i9dQZF1DX6KItbiYYmAv,Kaffeehausmusik,Hol dir dein Lieblingscafé nach Hause.,Spotify,spotify,150
0JQ5DAqbMKFzHmL4tf05da,Mood,37i9dQZF1DWWM6GBnxtToT,Feelgood Indie,Diese Songs zaubern dir ein Grinsen ins Gesicht.,Spotify,spotify,100
